Date,DXY,SP500,OIL,INTEREST_RATE,CPI
2015-11-18,99.6500015258789,2083.580078125,40.75,0.12,238.017
2015-11-19,98.98999786376953,2081.239990234375,40.540000915527344,0.12,238.017
2015-11-20,99.56999969482422,2089.169921875,40.38999938964844,0.12,238.017
2015-11-21,99.56999969482422,2089.169921875,40.38999938964844,0.12,238.017
2015-11-22,99.56999969482422,2089.169921875,40.38999938964844,0.12,238.017
2015-11-23,99.80000305175781,2086.590087890625,41.75,0.12,238.017
2015-11-24,99.52999877929688,2089.139892578125,42.869998931884766,0.12,238.017
2015-11-25,99.80000305175781,2088.8701171875,43.040000915527344,0.12,238.017
2015-11-26,99.80000305175781,2088.8701171875,43.040000915527344,0.12,238.017
2015-11-27,100.0199966430664,2090.110107421875,41.709999084472656,0.12,238.017
2015-11-28,100.0199966430664,2090.110107421875,41.709999084472656,0.12,238.017
2015-11-29,100.0199966430664,2090.110107421875,41.709999084472656,0.12,238.017
2015-11-30,100.16999816894531,2080.409912109375,41.650001525878906,0.12,238.017
2015-12-01,99.80000305175781,2102.6298828125,41.849998474121094,0.24,237.761
2015-12-02,99.98999786376953,2079.510009765625,39.939998626708984,0.24,237.761
2015-12-03,97.62000274658203,2049.6201171875,41.08000183105469,0.24,237.761
2015-12-04,98.3499984741211,2091.68994140625,39.970001220703125,0.24,237.761
2015-12-05,98.3499984741211,2091.68994140625,39.970001220703125,0.24,237.761
2015-12-06,98.3499984741211,2091.68994140625,39.970001220703125,0.24,237.761
2015-12-07,98.66000366210938,2077.070068359375,37.650001525878906,0.24,237.761
2015-12-08,98.47000122070312,2063.590087890625,37.5099983215332,0.24,237.761
2015-12-09,97.3499984741211,2047.6199951171875,37.15999984741211,0.24,237.761
2015-12-10,97.94000244140625,2052.22998046875,36.7599983215332,0.24,237.761
2015-12-11,97.56999969482422,2012.3699951171875,35.619998931884766,0.24,237.761
2015-12-12,97.56999969482422,2012.3699951171875,35.619998931884766,0.24,237.761
2015-12-13,97.56999969482422,2012.3699951171875,35.619998931884766,0.24,237.761
2015-12-14,97.5999984741211,2021.93994140625,36.310001373291016,0.24,237.761
2015-12-15,98.22000122070312,2043.4100341796875,37.349998474121094,0.24,237.761
2015-12-16,97.87000274658203,2073.070068359375,35.52000045776367,0.24,237.761
2015-12-17,99.2699966430664,2041.8900146484375,34.95000076293945,0.24,237.761
2015-12-18,98.69999694824219,2005.550048828125,34.72999954223633,0.24,237.761
2015-12-19,98.69999694824219,2005.550048828125,34.72999954223633,0.24,237.761
2015-12-20,98.69999694824219,2005.550048828125,34.72999954223633,0.24,237.761
2015-12-21,98.45999908447266,2021.1500244140625,34.7400016784668,0.24,237.761
2015-12-22,98.23999786376953,2038.969970703125,36.13999938964844,0.24,237.761
2015-12-23,98.33999633789062,2064.2900390625,37.5,0.24,237.761
2015-12-24,97.9800033569336,2060.989990234375,38.099998474121094,0.24,237.761
2015-12-25,97.9800033569336,2060.989990234375,38.099998474121094,0.24,237.761
2015-12-26,97.9800033569336,2060.989990234375,38.099998474121094,0.24,237.761
